"Teryt","Gmina ","ogółem
total","na 1 km²
per 1 km²"
"1811092","  Tuszów Narodowy",8304,93
"1811102","  Wadowice Górne",7628,88
"1811073","  Przecław",12006,89
"1811074","     miasto   town",1820,113
"1811075","     obszar wiejski   rural area",10186,86
"1811083","  Radomyśl Wielki",14240,89
"1811084","     miasto   town",3409,388
"1811085","     obszar wiejski   rural area",10831,72
"1812012","  Harasiuki",5727,34
"1812022","  Jarocin",5059,56
"1812032","  Jeżowe",9907,80
"1812042","  Krzeszów",4096,66
"1812053","  Nisko",21253,149
"1812054","     miasto   town",14477,237
"1812055","     obszar wiejski   rural area",6776,83
"1812063","  Rudnik nad Sanem",9827,125
"1812064","     miasto   town",6375,174
"1812065","     obszar wiejski   rural area",3452,82
"1812073","  Ulanów",7864,66
"1812074","     miasto   town",1368,167
"1812075","     obszar wiejski   rural area",6496,58
"1813032","  Fredropol",5187,33
"1813042","  Krasiczyn",5121,41
"1813052","  Krzywcza",4497,47
"1813062","  Medyka (c)",6245,103
"1813072","  Orły",8497,121
"1813082","  Przemyśl",10691,99
"1813092","  Stubno",3668,41
"1813102","  Żurawica",12535,131
"1813013","  Bircza",5912,23
"1813014","     miasto   town",986,213
"1813015","     obszar wiejski   rural area",4926,20
"1813023","  Dubiecko",8778,57
"1813024","     miasto   town",801,337
"1813025","     obszar wiejski   rural area",7977,53
"1814011","  Przeworsk",14523,656
"1814022","  Adamówka",4011,30
"1814032","  Gać",4510,125
"1814062","  Przeworsk",14617,161
"1814082","  Tryńcza",8516,122
"1814092","  Zarzecze",6942,141
"1814043","  Jawornik Polski",4209,67
"1814044","     miasto   town",1140,134
"1814045","     obszar wiejski   rural area",3069,56
"1814053","  Kańczuga",11667,111
"1814054","     miasto   town",2900,386
"1814055","     obszar wiejski   rural area",8767,90
"1814073","  Sieniawa",6744,53
"1814074","     miasto   town",2007,298
"1814075","     obszar wiejski   rural area",4737,39
"1815012","  Iwierzyce",7793,119
"1815022","  Ostrów",7493,78
"1815052","  Wielopole Skrzyńskie",7742,83
"1815033","  Ropczyce",27193,196
"1815034","     miasto   town",15794,335
"1815035","     obszar wiejski   rural area",11399,124
"1815043","  Sędziszów Małopolski",23806,155
"1815044","     miasto   town",12368,334
"1815045","     obszar wiejski   rural area",11438,98
"1816011","  Dynów",5997,244
"1816042","  Chmielnik",7387,140
"1816052","  Dynów",6605,55
"1816072","  Hyżne",6980,136
"1816082","  Kamień",6829,93
"1816092","  Krasne",13007,333
"1816102","  Lubenia",6556,119
"1816122","  Świlcza",16729,155
"1816132","  Trzebownisko (a)",24253,269
"1816023","  Błażowa",10819,96
"1816024","     miasto   town",2096,496
"1816025","     obszar wiejski   rural area",8723,80
"1816033","  Boguchwała",22042,248
"1816034","     miasto   town",6291,691
"1816035","     obszar wiejski   rural area",15751,197
"1816063","  Głogów Małopolski",19720,139
"1816064","     miasto   town",10583,277
"1816065","     obszar wiejski   rural area",9137,89
"1816113","  Sokołów Małopolski",17331,129
"1816114","     miasto   town",4346,279
"1816115","     obszar wiejski   rural area",12985,109
"1816143","  Tyczyn",11522,214
"1816144","     miasto   town",4562,472
"1816145","     obszar wiejski   rural area",6960,158
"1817011","  Sanok",34345,877
"1817022","  Besko",4365,159
"1817032","  Bukowsko",5293,39
"1817042","  Komańcza",4119,11
"1817052","  Sanok",18125,79
"1817062","  Tyrawa Wołoska",1924,28
"1817082","  Zarszyn",8921,85
"1817073","  Zagórz",12651,79
"1817074","     miasto   town",4913,218
"1817075","     obszar wiejski   rural area",7738,56
"1818011","  Stalowa Wola",55127,668
"1818022","  Bojanów",7604,42
"1818032","  Pysznica",11934,81
"1818042","  Radomyśl nad Sanem",7233,54
"1818062","  Zaleszany",10984,126
"1818053","  Zaklików",8009,40
"1818054","     miasto   town",2780,240
"1818055","     obszar wiejski   rural area",5229,27
"1819012","  Czudec",11578,137
"1819022","  Frysztak",10055,111
"1819032","  Niebylec",10245,98
"1819052","  Wiśniowa",7574,91
"1819043","  Strzyżów",19749,141
"1819044","     miasto   town",8402,605
"1819045","     obszar wiejski   rural area",11347,90
"1820022","  Gorzyce",12639,183
"1820032","  Grębów",9952,53
"1820013","  Baranów Sandomierski",11307,93
"1820014","     miasto   town",1395,152
"1820015","     obszar wiejski   rural area",9912,88
"1820043","  Nowa Dęba",17037,119
"1820044","     miasto   town",10381,622
"1820045","     obszar wiejski   rural area",6656,53
"1861011","  Krosno",44060,985
"1862011","  Przemyśl (c)",56050,1214
"1863011","  Rzeszów",197268,1529
"1864011","  Tarnobrzeg",43712,512
"2001011","  Augustów",28995,358
"2001022","  Augustów",6410,24
"2001032","  Bargłów Kościelny",4998,27
"2001052","  Nowinka",2878,14
"2001062","  Płaska (c)",2281,6
"2001072","  Sztabin",4514,12
"2001043","  Lipsk",4373,24
"2001044","     miasto   town",2052,412
"2001045","     obszar wiejski   rural area",2321,13
"2002032","  Dobrzyniewo Duże",10380,64
"2002042","  Gródek (c)",4856,11
"2002052","  Juchnowiec Kościelny",18506,108
"2002082","  Poświętne",3067,27
"2002112","  Turośń Kościelna",7060,50
"2002152","  Zawady",2459,22
"2002013","  Choroszcz",18083,110
"2002014","     miasto   town",6089,363
"2002015","     obszar wiejski   rural area",11994,82
"2002023","  Czarna Białostocka",10643,52
"2002024","     miasto   town",8579,601
"2002025","     obszar wiejski   rural area",2064,11
"2002063","  Łapy",20285,159
"2002064","     miasto   town",14436,1189
"2002065","     obszar wiejski   rural area",5849,51
"2002073","  Michałowo",5860,14
"2002074","     miasto   town",2753,1280
"2002075","     obszar wiejski   rural area",3107,8
"2002093","  Supraśl",18155,96
"2002094","     miasto   town",4332,763
"2002095","     obszar wiejski   rural area",13823,76
"2002103","  Suraż",1907,25
"2002104","     miasto   town",965,28
"2002105","     obszar wiejski   rural area",942,22
"2002123","  Tykocin",5658,27
"2002124","     miasto   town",1844,64
"2002125","     obszar wiejski   rural area",3814,21
"2002133","  Wasilków",20956,165
"2002134","     miasto   town",12768,452
"2002135","     obszar wiejski   rural area",8188,83
"2002143","  Zabłudów",10021,29
"2002144","     miasto   town",2485,174
"2002145","     obszar wiejski   rural area",7536,23
"2003011","  Bielsk Podlaski",23823,882
"2003021","  Brańsk",3494,108
"2003032","  Bielsk Podlaski",6391,15
"2003042","  Boćki",3800,16
"2003052","  Brańsk",5169,23
"2003062","  Orla",2403,15
"2003072","  Rudka",1646,23
"2003082","  Wyszki",3870,19
"2004011","  Grajewo",20899,1103
"2004022","  Grajewo",5450,18
"2004032","  Radziłów",4295,22
"2004062","  Wąsosz",3295,28
"2004043","  Rajgród",4579,22
"2004044","     miasto   town",1388,39
"2004045","     obszar wiejski   rural area",3191,19
"2004053","  Szczuczyn",5704,49
"2004054","     miasto   town",3139,237
"2004055","     obszar wiejski   rural area",2565,25
"2005011","  Hajnówka",18976,891
"2005022","  Białowieża (c)",2048,10
"2005032","  Czeremcha (c)",2667,28
"2005042","  Czyże",1754,13
"2005052","  Dubicze Cerkiewne",1309,9
"2005062","  Hajnówka",3637,12
"2005082","  Narew",3217,13
"2005092","  Narewka (c)",3114,9
"2005073","  Kleszczele",2095,15
"2005074","     miasto   town",1049,22
"2005075","     obszar wiejski   rural area",1046,11
"2006011","  Kolno",9839,392
"2006022","  Grabowo",3224,25
"2006032","  Kolno",7914,28
"2006042","  Mały Płock",4404,31
"2006062","  Turośl",4789,24
"2006053","  Stawiski",5532,33
"2006054","     miasto   town",2003,151
"2006055","     obszar wiejski   rural area",3529,23
"2007022","  Łomża",12124,59
"2007032","  Miastkowo",3986,35
"2007052","  Piątnica",10265,47
"2007062","  Przytuły",1919,27
"2007072","  Śniadowo",5031,31
"2007082","  Wizna",3617,27
"2007092","  Zbójna",3931,21
"2007013","  Jedwabne",4877,31
"2007014","     miasto   town",1676,369
"2007015","     obszar wiejski   rural area",3201,21
"2007043","  Nowogród",3858,38
"2007044","     miasto   town",2087,102
"2007045","     obszar wiejski   rural area",1771,22
"2008022","  Jasionówka",2449,25
"2008032","  Jaświły",4272,24
"2008052","  Krypno",3715,33
"2008072","  Trzcianne",3916,12
"2008013","  Goniądz",4588,12
"2008014","     miasto   town",1717,401
"2008015","     obszar wiejski   rural area",2871,8
"2008043","  Knyszyn",4460,35
"2008044","     miasto   town",2643,112
"2008045","     obszar wiejski   rural area",1817,18
"2008063","  Mońki",13958,86
"2008064","     miasto   town",9449,1234
"2008065","     obszar wiejski   rural area",4509,29
"2009011","  Sejny",4889,1089
"2009022","  Giby",2465,8
"2009032","  Krasnopol",3535,21
"2009042","  Puńsk",3953,29
"2009052","  Sejny",3803,17
"2010011","  Siemiatycze",13391,369
"2010032","  Dziadkowice",2508,22
"2010042","  Grodzisk",3760,19
"2010052","  Mielnik",2036,10
"2010062","  Milejczyce",1600,11
"2010072","  Nurzec-Stacja",3452,16
"2010082","  Perlejewo",2493,23
"2010092","  Siemiatycze",5720,25
"2010023","  Drohiczyn",5676,27
"2010024","     miasto   town",1747,111
"2010025","     obszar wiejski   rural area",3929,20
"2011022","  Janów",3719,18
"2011032","  Korycin",3046,26
"2011052","  Kuźnica (c)",3634,27
"2011062","  Nowy Dwór",2175,18
"2011072","  Sidra",3036,17
"2011102","  Szudziałowo",2727,9
"2011013","  Dąbrowa Białostocka",10072,38
"2011014","     miasto   town",5008,221
"2011015","     obszar wiejski   rural area",5064,21
"2011043","  Krynki",2688,16
"2011044","     miasto   town",2132,555
"2011045","     obszar wiejski   rural area",556,3
"2011083","  Sokółka",23866,76
"2011084","     miasto   town",17087,916
"2011085","     obszar wiejski   rural area",6779,23
"2011093","  Suchowola",6283,25
"2011094","     miasto   town",2034,78
"2011095","     obszar wiejski   rural area",4249,18
"2012012","  Bakałarzewo",2966,24
"2012022","  Filipów",4052,27
"2012032","  Jeleniewo",3107,24
"2012042","  Przerośl",2745,22
"2012052","  Raczki",5664,40
"2012062","  Rutka-Tartak",2209,21
"2012072","  Suwałki",8082,31
"2012082","  Szypliszki",3851,25
"2012092","  Wiżajny",1959,18
"2013011","  Wysokie Mazowieckie",9017,592
"2013042","  Klukowo",3941,32
"2013052","  Kobylin-Borzymy",2938,25
"2013062","  Kulesze Kościelne",2916,25
"2013072","  Nowe Piekuty",3557,32
"2013082","  Sokoły",5209,33
"2013102","  Wysokie Mazowieckie",5478,33
"2013023","  Ciechanowiec",7970,40
"2013024","     miasto   town",4372,224
"2013025","     obszar wiejski   rural area",3598,20
"2013033","  Czyżew",5983,46
"2013034","     miasto   town",2480,474
"2013035","     obszar wiejski   rural area",3503,28
"2013093","  Szepietowo",6397,42
"2013094","     miasto   town",2018,711
"2013095","     obszar wiejski   rural area",4379,29
"2014011","  Zambrów",20848,1096
"2014022","  Kołaki Kościelne",2150,29
"2014032","  Rutki",5075,25
"2014042","  Szumowo",4543,32
"2014052","  Zambrów",8754,29
"2061011","  Białystok",291688,2856
"2062011","  Łomża",59711,1828
"2063011","  Suwałki",68231,1042
"2201012","  Borzytuchom",3517,32
"2201032","  Czarna Dąbrówka",5687,19
"2201042","  Kołczygłowy",4089,24
"2201052","  Lipnica",5165,17
"2201072","  Parchowo",3820,29
"2201082","  Studzienice",3633,21
"2201092","  Trzebielino",3521,16
"2201102","  Tuchomie",4186,38
"2201023","  Bytów",25050,127
"2201024","     miasto   town",16339,1874
"2201025","     obszar wiejski   rural area",8711,46
"2201063","  Miastko",17834,38
"2201064","     miasto   town",9395,1654
"2201065","     obszar wiejski   rural area",8439,18
"2202011","  Chojnice",38729,1841
"2202032","  Chojnice",19511,43
"2202052","  Konarzyny",2260,22
"2202023","  Brusy",14263,36
"2202024","     miasto   town",5063,974
"2202025","     obszar wiejski   rural area",9200,23
"2202043","  Czersk",21261,56
"2202044","     miasto   town",9852,1013
"2202045","     obszar wiejski   rural area",11409,31
"2203011","  Człuchów",13031,1020
"2203032","  Człuchów",10812,30
"2203052","  Koczała",3123,14
"2203062","  Przechlewo",5842,24
"2203072","  Rzeczenica",3329,12
"2203023","  Czarne",8516,36
"2203024","     miasto   town",5572,120
"2203025","     obszar wiejski   rural area",2944,16
"2203043","  Debrzno",8482,38
"2203044","     miasto   town",4834,644
"2203045","     obszar wiejski   rural area",3648,17
"2204011","  Pruszcz Gdański",32171,1954
"2204022","  Cedry Wielkie",6794,55
"2204032","  Kolbudy",21203,257
"2204042","  Pruszcz Gdański",37948,264
"2204052","  Przywidz",6159,48
"2204062","  Pszczółki",11171,223
"2204072","  Suchy Dąb",4217,50
"2204082","  Trąbki Wielkie",12065,74
"2205012","  Chmielno",7813,99
"2205032","  Przodkowo",11343,133
"2205042","  Sierakowice",20946,115
"2205052","  Somonino",11310,101
"2205062","  Stężyca",11364,71
"2205072","  Sulęczyno",5704,43
"2205023","  Kartuzy",34351,166
"2205024","     miasto   town",13796,2029
"2205025","     obszar wiejski   rural area",20555,103
"2205083","  Żukowo",50982,311
"2205084","     miasto   town",6709,1418
"2205085","     obszar wiejski   rural area",44273,278
"2206011","  Kościerzyna",23296,1469
"2206022","  Dziemiany",4435,35
"2206032","  Karsin",6119,36
"2206042","  Kościerzyna",16136,52
"2206052","  Liniewo",4478,41
"2206062","  Lipusz",3757,34
"2206072","  Nowa Karczma",7242,64
"2206082","  Stara Kiszewa",6739,32
"2207011","  Kwidzyn",36854,1711
"2207022","  Gardeja",8071,42
"2207032","  Kwidzyn",11405,55
"2207052","  Ryjewo",5621,54
"2207062","  Sadlinki",5963,53
"2207043","  Prabuty",12232,62
"2207044","     miasto   town",8091,1110
"2207045","     obszar wiejski   rural area",4141,22
"2208011","  Lębork",34000,1904
"2208021","  Łeba (b)",3024,183
"2208032","  Cewice",7447,40
"2208042","  Nowa Wieś Lęborska",13674,51
"2208052","  Wicko",5532,26
"2209011","  Malbork",36709,2139
"2209032","  Lichnowy",4214,47
"2209042","  Malbork",5096,51
"2209062","  Miłoradz",3232,34
"2209082","  Stare Pole",4338,55
"2209073","  Nowy Staw",7058,62
"2209074","     miasto   town",4001,823
"2209075","     obszar wiejski   rural area",3057,28
"2210011","  Krynica Morska",1165,10
"2210032","  Ostaszewo",2927,48
"2210042","  Stegna",9246,26
"2210052","  Sztutowo (b)",3403,20
"2210023","  Nowy Dwór Gdański",16885,79
"2210024","     miasto   town",9471,1868
"2210025","     obszar wiejski   rural area",7414,36
"2211011","  Hel (b)",2786,29
"2211031","  Puck",10463,618
"2211052","  Kosakowo",21436,215
"2211062","  Krokowa",10502,49
"2211072","  Puck",28695,104
"2211023","  Jastarnia",3484,34
"2211024","     miasto   town (b)",2604,516
"2211025","     obszar wiejski   rural area",880,9
"2211043","  Władysławowo",14298,231
"2211044","     miasto   town (b)",9235,277
"2211045","     obszar wiejski   rural area",5063,178
"2212011","  Ustka (b)",13722,1237
"2212022","  Damnica",5613,33
"2212032","  Dębnica Kaszubska",8984,30
"2212042","  Główczyce",8264,26
"2212062","  Kobylnica",14374,59
"2212072","  Potęgowo",6484,28
"2212082","  Redzikowo",19571,78
"2212092","  Smołdzino",3082,12
"2212102","  Ustka",8026,37
"2212053","  Kępice",8173,28
"2212054","     miasto   town",3283,537
"2212055","     obszar wiejski   rural area",4890,17
"2213021","  Skórcz",3439,947
"2213031","  Starogard Gdański",45295,1792
"2213042","  Bobowo",3162,61
"2213052","  Kaliska",5311,48
"2213062","  Lubichowo",6886,43
"2213072","  Osieczna",2690,22
"2213082","  Osiek",2251,14
"2213102","  Skórcz",4301,44
"2213112","  Smętowo Graniczne",4824,56
"2213122","  Starogard Gdański",17258,88
"2213132","  Zblewo",12211,89
"2213013","  Czarna Woda",3012,109
"2213014","     miasto   town",2644,266
"2213015","     obszar wiejski   rural area",368,21
"2213093","  Skarszewy",14485,85
"2213094","     miasto   town",6598,611
"2213095","     obszar wiejski   rural area",7887,50
"2216022","  Mikołajki Pomorskie",3341,36
"2216032","  Stary Dzierzgoń",3433,18
"2216042","  Stary Targ",5891,42
"2216013","  Dzierzgoń",8665,66
"2216014","     miasto   town",4893,1255
"2216015","     obszar wiejski   rural area",3772,30
"2216053","  Sztum",17011,94
"2216054","     miasto   town",9104,1983
"2216055","     obszar wiejski   rural area",7907,45
"2214011","  Tczew",56936,2547
"2214032","  Morzeszczyn",3330,37
"2214052","  Subkowy",5345,69
"2214062","  Tczew",16260,95
"2214023","  Gniew",14325,74
"2214024","     miasto   town",6149,1018
"2214025","     obszar wiejski   rural area",8176,43
"2214043","  Pelplin",15041,107
"2214044","     miasto   town",7124,1612
"2214045","     obszar wiejski   rural area",7917,58
"2215011","  Reda",28704,858
"2215021","  Rumia",53316,1774
"2215031","  Wejherowo",46097,1708
"2215042","  Choczewo",4949,27
"2215052","  Gniewino",7405,42
"2215062","  Linia",6441,54
"2215072","  Luzino",17963,161
"2215082","  Łęczyce",11990,51
"2215092","  Szemud",21622,122
"2215102","  Wejherowo",30959,159
"2261011","  Gdańsk (ab)",487371,714
"2262011","  Gdynia (b)",241189,616
"2263011","  Słupsk",85504,1621
"2264011","  Sopot",31903,1149
"2401011","  Będzin",53848,1440
"2401021","  Czeladź",29876,1826
"2401081","  Sławków",6842,187
"2401031","  Wojkowice",8477,663
"2401042","  Bobrowniki",12563,244
"2401052","  Mierzęcice",7985,161
"2401062","  Psary",12327,267
"2401073","  Siewierz",12767,112
"2401074","     miasto   town",5730,148
"2401075","     obszar wiejski   rural area",7037,94
"2402011","  Szczyrk",5283,135
"2402022","  Bestwina",12203,324
"2402032","  Buczkowice",11171,576
"2402052","  Jasienica",25237,275
"2402062","  Jaworze",7415,349
"2402072","  Kozy",13169,494
"2402082","  Porąbka",15441,239
"2402102","  Wilkowice",13269,387
"2402043","  Czechowice-Dziedzice",44414,668
"2402044","     miasto   town",34783,1058
"2402045","     obszar wiejski   rural area",9631,287
"2402093","  Wilamowice",18222,321
"2402094","     miasto   town",3167,305
"2402095","     obszar wiejski   rural area",15055,325
"2414011","  Bieruń",18835,465
"2414021","  Imielin",9398,336
"2414031","  Lędziny",16333,517
"2414042","  Bojszowy",8576,247
"2414052","  Chełm Śląski",6301,270
"2403011","  Cieszyn",32947,1152
"2403021","  Ustroń",15853,269
"2403031","  Wisła",10637,97
"2403042","  Brenna",11761,123
"2403052","  Chybie",9619,303
"2403062","  Dębowiec",5782,136
"2403072","  Goleszów",13130,199
"2403082","  Hażlach",10741,220
"2403092","  Istebna",12204,145
"2403122","  Zebrzydowice",12700,307
"2403103","  Skoczów",26187,412
"2403104","     miasto   town",13423,1363
"2403105","     obszar wiejski   rural area",12764,238
"2403113","  Strumień",13233,226
"2403114","     miasto   town",3558,567
"2403115","     obszar wiejski   rural area",9675,185
"2404022","  Dąbrowa Zielona",3626,36
"2404032","  Janów",5845,40
"2404042","  Kamienica Polska",5373,116
"2404052","  Kłomnice",12886,87
"2404072","  Konopiska",10822,138
"2404082","  Kruszyna",4659,50
"2404092","  Lelów",4517,36
"2404102","  Mstów",10846,91
"2404112","  Mykanów",15345,108
"2404132","  Poczesna",12414,207
"2404152","  Rędziny",9465,230
"2404162","  Starcza",2895,144
"2404013","  Blachownia",12433,187
"2404014","     miasto   town",9041,246
"2404015","     obszar wiejski   rural area",3392,113
"2404063","  Koniecpol",8651,59
"2404064","     miasto   town",5355,145
"2404065","     obszar wiejski   rural area",3296,30
"2404123","  Olsztyn",8253,76
"2404124","     miasto   town",2492,73
"2404125","     obszar wiejski   rural area",5761,77
"2404143","  Przyrów",3539,44
"2404144","     miasto   town",1088,90
"2404145","     obszar wiejski   rural area",2451,36
"2405011","  Knurów",35619,1051
"2405021","  Pyskowice",17236,552
"2405032","  Gierałtowice",12671,331
"2405042","  Pilchowice",12715,182
"2405052","  Rudziniec",10828,68
"2405082","  Wielowieś",5806,50
"2405063","  Sośnicowice",9063,78
"2405064","     miasto   town",1958,168
"2405065","     obszar wiejski   rural area",7105,68
"2405073","  Toszek",9242,93
"2405074","     miasto   town",3489,358
"2405075","     obszar wiejski   rural area",5753,64
"2406032","  Lipie",5965,60
"2406042","  Miedźno",7433,66
"2406052","  Opatów",6613,90
"2406062","  Panki",4822,88
"2406072","  Popów",5711,56
"2406082","  Przystajń",5703,64
"2406092","  Wręczyca Wielka",17555,118
"2406013","  Kłobuck",19652,151
"2406014","     miasto   town",12220,257
"2406015","     obszar wiejski   rural area",7432,90
"2406023","  Krzepice",8510,108
"2406024","     miasto   town",4101,148
"2406025","     obszar wiejski   rural area",4409,86
"2407011","  Lubliniec",23347,261
"2407022","  Boronów",3322,58
"2407032","  Ciasna",7208,54
"2407042","  Herby",6391,74
"2407052","  Kochanowice",6929,87
"2407062","  Koszęcin",11850,92
"2407072","  Pawonków",6475,54
"2407083","  Woźniki",9365,73
"2407084","     miasto   town",4121,58
"2407085","     obszar wiejski   rural area",5244,92
"2408011","  Łaziska Górne",21116,1050
"2408021","  Mikołów",41618,525
"2408031","  Orzesze",21986,263
"2408042","  Ornontowice",6205,408
"2408052","  Wyry",9077,262
"2409011","  Myszków",29379,399
"2409032","  Niegowa",5370,61
"2409042","  Poraj",10583,186
"2409023","  Koziegłowy",14111,88
"2409024","     miasto   town",2382,89
"2409025","     obszar wiejski   rural area",11729,88
"2409053","  Żarki",8130,80
"2409054","     miasto   town",4325,170
"2409055","     obszar wiejski   rural area",3805,50
"2410012","  Goczałkowice-Zdrój",6623,139
"2410022","  Kobiór",5103,106
"2410032","  Miedźna",16071,320
"2410042","  Pawłowice",17555,232
"2410062","  Suszec",12722,169
"2410053","  Pszczyna",52703,302
"2410054","     miasto   town",25031,1120
"2410055","     obszar wiejski   rural area",27672,182
"2411011","  Racibórz",49650,662
"2411022","  Kornowac",5144,196
"2411042","  Krzyżanowice",10698,154
"2411062","  Nędza",6641,116
"2411072","  Pietrowice Wielkie",6544,96
"2411082","  Rudnik",4804,65
"2411033","  Krzanowice",5270,112
"2411034","     miasto   town",2000,643
"2411035","     obszar wiejski   rural area",3270,74
"2411053","  Kuźnia Raciborska",10581,84
"2411054","     miasto   town",4598,146
"2411055","     obszar wiejski   rural area",5983,63
"2412022","  Gaszowice",9920,506
"2412032","  Jejkowice",4180,547
"2412042","  Lyski",9780,170
"2412052","  Świerklany",12641,523
"2412013","  Czerwionka-Leszczyny",40145,350
"2412014","     miasto   town",26522,706
"2412015","     obszar wiejski   rural area",13623,177
"2413011","  Kalety",8170,107
"2413021","  Miasteczko Śląskie",6961,102
"2413031","  Radzionków",16034,1213
"2413041","  Tarnowskie Góry",61321,732
"2413052","  Krupski Młyn",3002,77
"2413062","  Ożarowice (a)",5956,131
"2413072","  Świerklaniec",13174,295
"2413082","  Tworóg",8206,66
"2413092","  Zbrosławice",16336,110
"2415011","  Pszów",13007,636
"2415021","  Radlin",16829,1343
"2415031","  Rydułtowy",20168,1348
"2415041","  Wodzisław Śląski",44833,906
"2415052","  Godów",13712,360
"2415062","  Gorzyce",21138,327
"2415072","  Lubomia",7640,183
"2415082","  Marklowice",5337,388
"2415092","  Mszana",7605,244
"2416011","  Poręba",8104,203
"2416021","  Zawiercie",46106,541
"2416032","  Irządze",2513,35
"2416042","  Kroczyce",6040,55
"2416102","  Żarnowiec",4420,35
"2416053","  Łazy",15534,117
"2416054","     miasto   town",6378,710
"2416055","     obszar wiejski   rural area",9156,74
"2416063","  Ogrodzieniec",8871,105
"2416064","     miasto   town",4110,144
"2416065","     obszar wiejski   rural area",4761,85
"2416073","  Pilica",8039,56
"2416074","     miasto   town",1761,214
"2416075","     obszar wiejski   rural area",6278,47
"2416083","  Szczekociny",6874,51
"2416084","     miasto   town",3329,185
"2416085","     obszar wiejski   rural area",3545,30
"2416093","  Włodowice",5127,67
"2416094","     miasto   town",1152,49
"2416095","     obszar wiejski   rural area",3975,75
"2417011","  Żywiec",29732,589
"2417022","  Czernichów",6359,113
"2417032","  Gilowice",6249,222
"2417042","  Jeleśnia",12586,74
"2417052","  Koszarawa",2208,70
"2417062","  Lipowa",10950,187
"2417072","  Łękawica",4528,106
"2417082","  Łodygowice",15259,425
"2417092","  Milówka",9805,100
"2417102","  Radziechowy-Wieprz",12872,198
"2417112","  Rajcza",8301,63
"2417122","  Ślemień",3507,78
"2417132","  Świnna",7877,201
"2417142","  Ujsoły",4169,38
"2417152","  Węgierska Górka",14427,189
"2461011","  Bielsko-Biała",165766,1332
"2462011","  Bytom",147759,2127
"2463011","  Chorzów",100593,3019
"2464011","  Częstochowa",205969,1290
"2465011","  Dąbrowa Górnicza",113460,601
"2466011","  Gliwice",169915,1269
"2467011","  Jastrzębie-Zdrój",82301,964
"2468011","  Jaworzno",86812,570
"2469011","  Katowice",279190,1695
"2470011","  Mysłowice",71280,1086
"2471011","  Piekary Śląskie",51707,1297
"2472011","  Ruda Śląska",130302,1678
"2473011","  Rybnik",130887,883
"2474011","  Siemianowice Śląskie",63401,2485
"2475011","  Sosnowiec",187115,2053
"2476011","  Świętochłowice",45434,3416
"2477011","  Tychy",122045,1492
"2478011","  Zabrze",153838,1913
"2479011","  Żory",61774,956
"2601022","  Gnojno",4224,44
"2601052","  Solec-Zdrój",4870,57
"2601072","  Tuczępy",3588,43
"2601013","  Busko-Zdrój",30637,130
"2601014","     miasto   town",14365,1170
"2601015","     obszar wiejski   rural area",16272,73
"2601033","  Nowy Korczyn",5444,47
"2601034","     miasto   town",899,121
"2601035","     obszar wiejski   rural area",4545,42
"2601043","  Pacanów",6874,55
"2601044","     miasto   town",1033,145
"2601045","     obszar wiejski   rural area",5841,50
"2601063","  Stopnica",7072,56
"2601064","     miasto   town",1124,247
"2601065","     obszar wiejski   rural area",5948,49
"2601083","  Wiślica",5108,51
"2601084","     miasto   town",444,93
"2601085","     obszar wiejski   rural area",4664,49
"2602012","  Imielno",4151,41
"2602042","  Nagłowice",4689,40
"2602052","  Oksa",4363,48
"2602072","  Słupia",3905,36
"2602082","  Sobków",8339,58
"2602023","  Jędrzejów",26488,117
"2602024","     miasto   town",14029,1234
"2602025","     obszar wiejski   rural area",12459,58
"2602033","  Małogoszcz",11046,76
"2602034","     miasto   town",3356,347
"2602035","     obszar wiejski   rural area",7690,56
"2602063","  Sędziszów",11720,80
"2602064","     miasto   town",6108,771
"2602065","     obszar wiejski   rural area",5612,41
"2602093","  Wodzisław",6356,36
"2602094","     miasto   town",961,121
"2602095","     obszar wiejski   rural area",5395,32
"2603012","  Bejsce",3843,67
"2603022","  Czarnocin",3573,51
"2603033","  Kazimierza Wielka",15210,108
"2603034","     miasto   town",4995,814
"2603035","     obszar wiejski   rural area",10215,76
"2603043","  Opatowiec",2960,43
"2603044","     miasto   town",308,56
"2603045","     obszar wiejski   rural area",2652,42
"2603053","  Skalbmierz",6107,71
"2603054","     miasto   town",1187,166
"2603055","     obszar wiejski   rural area",4920,62
"2604012","  Bieliny",9962,113
"2604062","  Górno",15184,183
"2604092","  Masłów (a)",11961,140
"2604102","  Miedziana Góra",12563,177
"2604112","  Mniów",9044,95
"2604172","  Nowiny",8119,178
"2604162","  Raków",5266,28
"2604182","  Strawczyn",11227,131
"2604192","  Zagnańsk",12180,98
"2604023","  Bodzentyn",10969,69
"2604024","     miasto   town",2091,242
"2604025","     obszar wiejski   rural area",8878,59
"2604033","  Chęciny",14760,116
"2604034","     miasto   town",4316,305
"2604035","     obszar wiejski   rural area",10444,92
"2604043","  Chmielnik",10719,75
"2604044","     miasto   town",3434,440
"2604045","     obszar wiejski   rural area",7285,54
"2604053","  Daleszyce",16282,73
"2604054","     miasto   town",2750,177
"2604055","     obszar wiejski   rural area",13532,65
"2604073","  Łagów",6564,58
"2604074","     miasto   town",1521,185
"2604075","     obszar wiejski   rural area",5043,48
"2604083","  Łopuszno",8701,49
"2604084","     miasto   town",1445,276
"2604085","     obszar wiejski   rural area",7256,42
"2604123","  Morawica",17920,128
"2604124","     miasto   town",1768,404
"2604125","     obszar wiejski   rural area",16152,119
